MatchID,HomeTeamName,AwayTeamName,PlayerID,PlayerName,PlayerSurname,PlayedTime,StatsID,StatsName,Value,Rank,Team,Position ,Location,Opposition,Home/Away ,FractionTime,Team Index,Opp Index,Player Name 
2024479,Belgium,Portugal,250042521,,André Silva,1559,4,Attempts on target,1,2,Portugal,Attack ,Spain,Belgium,0,0.288703704,15,2, André Silva
2024455,Hungary,Portugal,250042521,,André Silva,868,4,Attempts on target,0,8,Portugal,Attack ,Hungary,Hungary,0,0.160740741,15,10, André Silva
2024466,Portugal,Germany,250042521,,André Silva,684,4,Attempts on target,0,7,Portugal,Attack ,Germany,Germany,0,0.126666667,15,9, André Silva
2024479,Belgium,Portugal,250059115,,Bernardo Silva,3454,4,Attempts on target,0,6,Portugal,Attacking Midfield ,Spain,Belgium,0,0.63962963,15,2, Bernardo Silva
2024455,Hungary,Portugal,250059115,,Bernardo Silva,4268,4,Attempts on target,0,8,Portugal,Attacking Midfield ,Hungary,Hungary,0,0.79037037,15,10, Bernardo Silva
2024476,Portugal,France,250059115,,Bernardo Silva,4626,4,Attempts on target,0,8,Portugal,Attacking Midfield ,Hungary,France,0,0.856666667,15,8, Bernardo Silva
2024466,Portugal,Germany,250059115,,Bernardo Silva,2884,4,Attempts on target,0,7,Portugal,Attacking Midfield ,Germany,Germany,0,0.534074074,15,9, Bernardo Silva
2024479,Belgium,Portugal,250078886,,Bruno Fernandes,2432,4,Attempts on target,0,6,Portugal,Attacking Midfield ,Spain,Belgium,0,0.45037037,15,2, Bruno Fernandes
2024455,Hungary,Portugal,250078886,,Bruno Fernandes,5353,4,Attempts on target,1,4,Portugal,Attacking Midfield ,Hungary,Hungary,0,0.991296296,15,10, Bruno Fernandes
2024476,Portugal,France,250078886,,Bruno Fernandes,1392,4,Attempts on target,0,8,Portugal,Attacking Midfield ,Hungary,France,0,0.257777778,15,8, Bruno Fernandes
2024466,Portugal,Germany,250078886,,Bruno Fernandes,4002,4,Attempts on target,0,7,Portugal,Attacking Midfield ,Germany,Germany,0,0.741111111,15,9, Bruno Fernandes
2024467,Switzerland,Turkey,62309,,Burak Yilmaz,5679,4,Attempts on target,0,8,Turkey,Attack ,Azerbaijan,Switzerland,0,1.051666667,22,21, Burak Yilmaz
2024447,Turkey,Italy,62309,,Burak Yilmaz,5640,4,Attempts on target,0,6,Turkey,Attack ,Italy,Italy,0,1.044444444,22,11, Burak Yilmaz
2024467,Switzerland,Turkey,250082680,,Cengiz Ünder,4837,4,Attempts on target,0,8,Turkey,Attack,Azerbaijan,Switzerland,0,0.895740741,22,21, Cengiz Ünder
2024447,Turkey,Italy,250082680,,Cengiz Ünder,2884,4,Attempts on target,0,6,Turkey,Attack,Italy,Italy,0,0.534074074,22,11, Cengiz Ünder
2024479,Belgium,Portugal,250080471,,Diogo Jota,4327,4,Attempts on target,0,6,Portugal,Attack ,Spain,Belgium,0,0.801296296,15,2, Diogo Jota
2024455,Hungary,Portugal,250080471,,Diogo Jota,4897,4,Attempts on target,2,1,Portugal,Attack ,Hungary,Hungary,0,0.906851852,15,10, Diogo Jota
2024476,Portugal,France,250080471,,Diogo Jota,6018,4,Attempts on target,0,8,Portugal,Attack ,Hungary,France,0,1.114444444,15,8, Diogo Jota
2024466,Portugal,Germany,250080471,,Diogo Jota,5144,4,Attempts on target,1,3,Portugal,Attack ,Germany,Germany,0,0.952592593,15,9, Diogo Jota
2024482,Croatia,Spain,250088320,,Ferran Torres,5318,4,Attempts on target,1,4,Spain,Attack,Denmark,Croatia,0,0.984814815,19,3, Ferran Torres
2024489,Italy,Spain,250088320,,Ferran Torres,3665,4,Attempts on target,0,6,Spain,Attack,England,Italy,0,0.678703704,19,11, Ferran Torres
2024473,Slovakia,Spain,250088320,,Ferran Torres,1730,4,Attempts on target,1,3,Spain,Attack,Spain,Slovakia,1,0.32037037,19,18, Ferran Torres
2024463,Spain,Poland,250088320,,Ferran Torres,2051,4,Attempts on target,0,5,Spain,Attack,Spain,Poland,1,0.379814815,19,14, Ferran Torres
2024453,Spain,Sweden,250088320,,Ferran Torres,4461,4,Attempts on target,1,2,Spain,Attack,Spain,Sweden,1,0.826111111,19,20, Ferran Torres
2024485,Switzerland,Spain,250088320,,Ferran Torres,5705,4,Attempts on target,0,10,Spain,Attack,Russia,Switzerland,0,1.056481481,19,21, Ferran Torres
2024489,Italy,Spain,250074565,,Gerard Moreno,3239,4,Attempts on target,0,6,Spain,Attack,England,Italy,0,0.599814815,19,11, Gerard Moreno
2024473,Slovakia,Spain,250074565,,Gerard Moreno,4842,4,Attempts on target,1,3,Spain,Attack,Spain,Slovakia,1,0.896666667,19,18, Gerard Moreno
2024463,Spain,Poland,250074565,,Gerard Moreno,4110,4,Attempts on target,0,5,Spain,Attack,Spain,Poland,1,0.761111111,19,14, Gerard Moreno
2024453,Spain,Sweden,250074565,,Gerard Moreno,1368,4,Attempts on target,1,2,Spain,Attack,Spain,Sweden,1,0.253333333,19,20, Gerard Moreno
2024485,Switzerland,Spain,250074565,,Gerard Moreno,4344,4,Attempts on target,3,1,Spain,Attack,Russia,Switzerland,0,0.804444444,19,21, Gerard Moreno
2024467,Switzerland,Turkey,250022829,,Hakan Çalhanoglu,5180,4,Attempts on target,0,8,Turkey,Attacking Midfield ,Azerbaijan,Switzerland,0,0.959259259,22,21, Hakan Çalhanoglu
2024447,Turkey,Italy,250022829,,Hakan Çalhanoglu,5640,4,Attempts on target,0,6,Turkey,Attacking Midfield ,Italy,Italy,0,1.044444444,22,11, Hakan Çalhanoglu
2024447,Turkey,Italy,250118078,,Halil Dervisoglu,1029,4,Attempts on target,0,6,Turkey,Attack,Italy,Italy,0,0.190555556,22,11, Halil Dervisoglu
2024467,Switzerland,Turkey,250046542,,Irfan Can Kahveci,4826,4,Attempts on target,1,5,Turkey,Attack ,Azerbaijan,Switzerland,0,0.893703704,22,21, Irfan Can Kahveci
2024447,Turkey,Italy,250046542,,Irfan Can Kahveci,1730,4,Attempts on target,0,6,Turkey,Attack ,Italy,Italy,0,0.32037037,22,11, Irfan Can Kahveci
2024479,Belgium,Portugal,250101463,,João Félix,2434,4,Attempts on target,1,2,Portugal ,Attacking Midfield ,Spain,Belgium,0,0.450740741,15,2, João Félix
2024467,Switzerland,Turkey,250050354,,Kenan Karaman,842,4,Attempts on target,0,8,Turkey,Attack,Azerbaijan,Switzerland,0,0.155925926,22,21, Kenan Karaman
2024447,Turkey,Italy,250050354,,Kenan Karaman,4610,4,Attempts on target,0,6,Turkey,Attack,Italy,Italy,0,0.853703704,22,11, Kenan Karaman
2024441,Netherlands,Ukraine,250045024,,Marlos,3127,4,Attempts on target,0,7,Ukraine ,Attack,Netherlands,Netherlands,0,0.579074074,23,12, Marlos
2024446,Ukraine,Austria,250045024,,Marlos,1548,4,Attempts on target,0,6,Ukraine ,Attack,Romania,Ukraine,0,0.286666667,23,23, Marlos
2024455,Hungary,Portugal,250063447,,Rafa Silva,1497,4,Attempts on target,0,8,Portugal,Attack,Hungary,Hungary,0,0.277222222,15,10, Rafa Silva
2024466,Portugal,Germany,250063447,,Rafa Silva,2181,4,Attempts on target,0,7,Portugal,Attack,Germany,Germany,0,0.403888889,15,9, Rafa Silva
2024467,Switzerland,Turkey,250097254,,Yusuf Yazici,1834,4,Attempts on target,0,8,Turkey,Attacking Midfield ,Azerbaijan,Switzerland,0,0.33962963,22,21, Yusuf Yazici
2024447,Turkey,Italy,250097254,,Yusuf Yazici,2755,4,Attempts on target,0,6,Turkey,Attacking Midfield ,Italy,Italy,0,0.510185185,22,11, Yusuf Yazici
2024462,Croatia,Czech Republic,250114001,Adam,Hložek,1811,4,Attempts on target,0,3,Czech Republic,Attack ,Scotland,Croatia,0,0.33537037,4,3,Adam Hložek
2024471,Czech Republic,England,250114001,Adam,Hložek,1762,4,Attempts on target,0,4,Czech Republic,Attack ,England,England,0,0.326296296,4,6,Adam Hložek
2024480,Netherlands,Czech Republic,250114001,Adam,Hložek,704,4,Attempts on target,0,5,Czech Republic,Attack ,Hungary,Netherlands,0,0.13037037,4,12,Adam Hložek
2024452,Scotland,Czech Republic,250114001,Adam,Hložek,1386,4,Attempts on target,0,8,Czech Republic,Attack ,Scotland,Scotland,0,0.256666667,4,17,Adam Hložek
2024475,Germany,Hungary,73865,Ádám,Szalai,4994,4,Attempts on target,2,1,Hungary,Attack,Germany,Germany,0,0.924814815,10,9,Ádám Szalai
2024465,Hungary,France,73865,Ádám,Szalai,1533,4,Attempts on target,0,8,Hungary,Attack,Hungary,France,1,0.283888889,10,8,Ádám Szalai
2024455,Hungary,Portugal,73865,Ádám,Szalai,5765,4,Attempts on target,2,1,Hungary,Attack,Hungary,Portugal,1,1.067592593,10,15,Ádám Szalai
2024473,Slovakia,Spain,250056274,Adama,Traoré,1076,4,Attempts on target,0,7,Spain,Attack,Spain,Slovakia,1,0.199259259,19,18,Adama Traoré
2024481,France,Switzerland,1905353,Admir,Mehmedi,2323,4,Attempts on target,1,4,Switzerland,Attack,Romania,France,0,0.430185185,21,8,Admir Mehmedi
2024467,Switzerland,Turkey,1905353,Admir,Mehmedi,514,4,Attempts on target,0,8,Switzerland,Attack,Azerbaijan,Turkey,0,0.095185185,21,22,Admir Mehmedi
2024442,Austria,North Macedonia,250039878,Aleksandar,Trajkovski,3899,4,Attempts on target,0,8,North Macedonia,Attack ,Romania,Austria,0,0.722037037,13,1,Aleksandar Trajkovski
2024445,North Macedonia,Netherlands,250039878,Aleksandar,Trajkovski,4174,4,Attempts on target,0,6,North Macedonia,Attack ,Netherlands,Netherlands,0,0.772962963,13,12,Aleksandar Trajkovski
2024444,Ukraine,North Macedonia,250039878,Aleksandar,Trajkovski,2996,4,Attempts on target,2,2,North Macedonia,Attack ,Romania,Ukraine,0,0.554814815,13,23,Aleksandar Trajkovski
2024450,Belgium,Russia,250058227,Aleksandr,Golovin,5760,4,Attempts on target,0,5,Russia,Attacking Midfield ,Denmark,Belgium,0,1.066666667,16,2,Aleksandr Golovin
2024460,Finland,Russia,250058227,Aleksandr,Golovin,420,4,Attempts on target,0,1,Russia,Attacking Midfield ,Russia,Finland,1,0.077777778,16,7,Aleksandr Golovin
2024469,Russia,Denmark,250058227,Aleksandr,Golovin,5639,4,Attempts on target,1,3,Russia,Attacking Midfield ,Denmark ,Denmark,0,1.044259259,16,5,Aleksandr Golovin
2024469,Russia,Denmark,250118442,Aleksandr,Sobolev,1922,4,Attempts on target,0,11,Russia,Attack,Denmark ,Denmark,0,0.355925926,16,5,Aleksandr Sobolev
2024450,Belgium,Russia,250083244,Aleksei,Miranchuk,1747,4,Attempts on target,0,5,Russia,Attacking Midfield ,Denmark,Belgium,0,0.323518519,16,2,Aleksei Miranchuk
2024460,Finland,Russia,250083244,Aleksei,Miranchuk,420,4,Attempts on target,0,1,Russia,Attacking Midfield ,Russia,Finland,1,0.077777778,16,7,Aleksei Miranchuk
2024469,Russia,Denmark,250083244,Aleksei,Miranchuk,3717,4,Attempts on target,0,11,Russia,Attacking Midfield ,Denmark ,Denmark,0,0.688333333,16,5,Aleksei Miranchuk
2024453,Spain,Sweden,250089868,Alexander,Isak,4165,4,Attempts on target,0,5,Sweden,Attack ,Spain,Spain,0,0.771296296,20,19,Alexander Isak
2024474,Sweden,Poland,250089868,Alexander,Isak,4248,4,Attempts on target,0,8,Sweden,Attack ,Russia,Poland,0,0.786666667,20,14,Alexander Isak
2024464,Sweden,Slovakia,250089868,Alexander,Isak,5764,4,Attempts on target,1,1,Sweden,Attack ,Russia,Slovakia,0,1.067407407,20,18,Alexander Isak
2024483,Sweden,Ukraine,250089868,Alexander,Isak,5932,4,Attempts on target,0,8,Sweden,Attack ,Scotland,Ukraine,0,1.098518519,20,23,Alexander Isak
2024482,Croatia,Spain,250024456,Álvaro,Morata,7756,4,Attempts on target,2,1,Spain,Attack,Denmark,Croatia,0,1.436296296,19,3,Álvaro Morata
2024489,Italy,Spain,250024456,Álvaro,Morata,3737,4,Attempts on target,1,4,Spain,Attack,England,Italy,0,0.692037037,19,11,Álvaro Morata
2024473,Slovakia,Spain,250024456,Álvaro,Morata,4189,4,Attempts on target,3,1,Spain,Attack,Spain,Slovakia,1,0.775740741,19,18,Álvaro Morata
2024463,Spain,Poland,250024456,Álvaro,Morata,5253,4,Attempts on target,3,1,Spain,Attack,Spain,Poland,1,0.972777778,19,14,Álvaro Morata
2024453,Spain,Sweden,250024456,Álvaro,Morata,3973,4,Attempts on target,0,5,Spain,Attack,Spain,Sweden,1,0.735740741,19,20,Álvaro Morata
2024485,Switzerland,Spain,250024456,Álvaro,Morata,3300,4,Attempts on target,0,10,Spain,Attack,Russia,Switzerland,0,0.611111111,19,21,Álvaro Morata
2024486,Belgium,Italy,250050378,Andrea,Belotti,1383,4,Attempts on target,0,5,Italy,Attack ,Germany,Belgium,0,0.256111111,11,2,Andrea Belotti
2024477,Italy,Austria,250050378,Andrea,Belotti,2667,4,Attempts on target,0,8,Italy,Attack ,England,Austria,0,0.493888889,11,1,Andrea Belotti
2024491,Italy,England,250050378,Andrea,Belotti,2104,4,Attempts on target,0,7,Italy,Attack ,England,England,0,0.38962963,11,6,Andrea Belotti
2024489,Italy,Spain,250050378,Andrea,Belotti,2322,4,Attempts on target,0,6,Italy,Attack ,England,Spain,0,0.43,11,19,Andrea Belotti
2024468,Italy,Wales,250050378,Andrea,Belotti,5581,4,Attempts on target,2,1,Italy,Attack ,Italy,Wales,1,1.033518519,11,24,Andrea Belotti
2024447,Turkey,Italy,250050378,Andrea,Belotti,762,4,Attempts on target,0,6,Italy,Attack ,Italy,Turkey,1,0.141111111,11,22,Andrea Belotti
2024459,Denmark,Belgium,250041664,Andreas,Cornelius,1466,4,Attempts on target,0,9,Denmark,Attack,Denmark ,Belgium,0,0.271481481,5,2,Andreas Cornelius
2024449,Denmark,Finland,250041664,Andreas,Cornelius,1135,4,Attempts on target,0,7,Denmark,Attack,Denmark ,Finland,0,0.210185185,5,7,Andreas Cornelius
2024469,Russia,Denmark,250041664,Andreas,Cornelius,491,4,Attempts on target,0,11,Denmark,Attack,Denmark ,Russia,0,0.090925926,5,16,Andreas Cornelius
2024478,Wales,Denmark,250041664,Andreas,Cornelius,1641,4,Attempts on target,1,3,Denmark,Attack,Netherlands,Wales,0,0.303888889,5,24,Andreas Cornelius
2024462,Croatia,Czech Republic,1906416,Andrej,Kramaric,3911,4,Attempts on target,0,3,Croatia,Attacking Midfield ,Scotland,Czech Republic,0,0.724259259,3,4,Andrej Kramaric
2024472,Croatia,Scotland,1906416,Andrej,Kramaric,1451,4,Attempts on target,0,10,Croatia,Attacking Midfield ,Scotland,Scotland,0,0.268703704,3,17,Andrej Kramaric
2024482,Croatia,Spain,1906416,Andrej,Kramaric,4993,4,Attempts on target,2,1,Croatia,Attacking Midfield ,Denmark,Spain,0,0.92462963,3,19,Andrej Kramaric
2024451,England,Croatia,1906416,Andrej,Kramaric,4194,4,Attempts on target,0,4,Croatia,Attacking Midfield ,England,England,0,0.776666667,3,6,Andrej Kramaric
2024441,Netherlands,Ukraine,250000069,Andriy,Yarmolenko,5765,4,Attempts on target,2,2,Ukraine ,Attack ,Netherlands,Netherlands,0,1.067592593,23,12,Andriy Yarmolenko
2024483,Sweden,Ukraine,250000069,Andriy,Yarmolenko,6741,4,Attempts on target,1,1,Ukraine ,Attack ,Scotland,Sweden,0,1.248333333,23,20,Andriy Yarmolenko
2024446,Ukraine,Austria,250000069,Andriy,Yarmolenko,5794,4,Attempts on target,0,6,Ukraine ,Attack ,Romania,Ukraine,0,1.072962963,23,23,Andriy Yarmolenko
2024487,Ukraine,England,250000069,Andriy,Yarmolenko,5611,4,Attempts on target,0,7,Ukraine ,Attack ,Italy,Ukraine,0,1.039074074,23,23,Andriy Yarmolenko
2024444,Ukraine,North Macedonia,250000069,Andriy,Yarmolenko,4223,4,Attempts on target,2,2,Ukraine ,Attack ,Romania,Ukraine,0,0.782037037,23,23,Andriy Yarmolenko
2024482,Croatia,Spain,250053837,Ante,Budimir,2974,4,Attempts on target,0,14,Croatia,Attack,Denmark,Spain,0,0.550740741,3,19,Ante Budimir
2024462,Croatia,Czech Republic,250033878,Ante,Rebic,2937,4,Attempts on target,0,3,Croatia,Attack,Scotland,Czech Republic,0,0.543888889,3,4,Ante Rebic
2024472,Croatia,Scotland,250033878,Ante,Rebic,837,4,Attempts on target,0,10,Croatia,Attack,Scotland,Scotland,0,0.155,3,17,Ante Rebic
2024482,Croatia,Spain,250033878,Ante,Rebic,4039,4,Attempts on target,1,4,Croatia,Attack,Denmark,Spain,0,0.747962963,3,19,Ante Rebic
2024451,England,Croatia,250033878,Ante,Rebic,4677,4,Attempts on target,0,4,Croatia,Attack,England,England,0,0.866111111,3,6,Ante Rebic
2024456,France,Germany,250019498,Antoine,Griezmann,5947,4,Attempts on target,0,3,France,Attacking Midfield ,Germany,Germany,0,1.101296296,8,9,Antoine Griezmann
2024481,France,Switzerland,250019498,Antoine,Griezmann,5425,4,Attempts on target,1,4,France,Attacking Midfield ,Romania,Switzerland,0,1.00462963,8,21,Antoine Griezmann
2024465,Hungary,France,250019498,Antoine,Griezmann,5996,4,Attempts on target,1,1,France,Attacking Midfield ,Hungary,Hungary,0,1.11037037,8,10,Antoine Griezmann
2024476,Portugal,France,250019498,Antoine,Griezmann,5473,4,Attempts on target,1,3,France,Attacking Midfield ,Hungary,Portugal,0,1.013518519,8,15,Antoine Griezmann
2024462,Croatia,Czech Republic,250092717,Antonín,Barák,360,4,Attempts on target,0,3,Czech Republic,Attacking Midfield ,Scotland,Croatia,0,0.066666667,4,3,Antonín Barák
2024488,Czech Republic,Denmark,250092717,Antonín,Barák,5966,4,Attempts on target,1,4,Czech Republic,Attacking Midfield ,Azerbaijan,Denmark,0,1.104814815,4,5,Antonín Barák
2024480,Netherlands,Czech Republic,250092717,Antonín,Barák,5630,4,Attempts on target,0,5,Czech Republic,Attacking Midfield ,Hungary,Netherlands,0,1.042592593,4,12,Antonín Barák
2024483,Sweden,Ukraine,250070170,Artem,Besedin,657,4,Attempts on target,0,8,Ukraine,Attack ,Scotland,Sweden,0,0.121666667,23,20,Artem Besedin
2024446,Ukraine,Austria,250070170,Artem,Besedin,523,4,Attempts on target,0,6,Ukraine,Attack ,Romania,Austria,0,0.096851852,23,1,Artem Besedin
2024444,Ukraine,North Macedonia,250070170,Artem,Besedin,1517,4,Attempts on target,0,8,Ukraine,Attack ,Romania,North Macedonia,0,0.280925926,23,13,Artem Besedin
2024483,Sweden,Ukraine,250100997,Artem,Dovbyk,1170,4,Attempts on target,1,1,Ukraine,Attack ,Scotland,Sweden,0,0.216666667,23,20,Artem Dovbyk
2024450,Belgium,Russia,97787,Artem,Dzyuba,5760,4,Attempts on target,0,5,Russia,Attack ,Denmark,Belgium,0,1.066666667,16,2,Artem Dzyuba
2024460,Finland,Russia,97787,Artem,Dzyuba,420,4,Attempts on target,0,1,Russia,Attack ,Russia,Finland,1,0.077777778,16,7,Artem Dzyuba
2024469,Russia,Denmark,97787,Artem,Dzyuba,5639,4,Attempts on target,1,3,Russia,Attack ,Denmark ,Denmark,0,1.044259259,16,5,Artem Dzyuba
2024481,France,Switzerland,250064274,Breel,Embolo,4921,4,Attempts on target,0,11,Switzerland,Attack,Romania,France,0,0.911296296,21,8,Breel Embolo
2024458,Italy,Switzerland,250064274,Breel,Embolo,5705,4,Attempts on target,0,4,Switzerland,Attack,Italy,Italy,0,1.056481481,21,11,Breel Embolo
2024485,Switzerland,Spain,250064274,Breel,Embolo,1336,4,Attempts on target,0,10,Switzerland,Attack,Russia,Spain,0,0.247407407,21,19,Breel Embolo
2024467,Switzerland,Turkey,250064274,Breel,Embolo,5165,4,Attempts on target,1,5,Switzerland,Attack,Azerbaijan,Turkey,0,0.956481481,21,22,Breel Embolo
2024448,Wales,Switzerland,250064274,Breel,Embolo,5847,4,Attempts on target,3,1,Switzerland,Attack,Azerbaijan ,Wales,0,1.082777778,21,24,Breel Embolo
2024462,Croatia,Czech Republic,250063394,Bruno,Petkovic,2862,4,Attempts on target,0,3,Croatia,Attack,Scotland,Czech Republic,0,0.53,3,4,Bruno Petkovic
2024472,Croatia,Scotland,250063394,Bruno,Petkovic,4363,4,Attempts on target,0,10,Croatia,Attack,Scotland,Scotland,0,0.807962963,3,17,Bruno Petkovic
2024482,Croatia,Spain,250063394,Bruno,Petkovic,2763,4,Attempts on target,0,14,Croatia,Attack,Denmark,Spain,0,0.511666667,3,19,Bruno Petkovic
2024451,England,Croatia,250063394,Bruno,Petkovic,998,4,Attempts on target,0,4,Croatia,Attack,England,England,0,0.184814815,3,6,Bruno Petkovic
2024472,Croatia,Scotland,250155055,Ché,Adams,5157,4,Attempts on target,1,3,Scotland,Attack,Scotland,Croatia,1,0.955,17,3,Ché Adams
2024461,England,Scotland,250155055,Ché,Adams,5113,4,Attempts on target,0,3,Scotland,Attack,England,England,0,0.946851852,17,6,Ché Adams
2024452,Scotland,Czech Republic,250155055,Ché,Adams,2976,4,Attempts on target,0,8,Scotland,Attack,Scotland,Czech Republic,1,0.551111111,17,4,Ché Adams
2024470,Finland,Belgium,1902165,Christian,Benteke,587,4,Attempts on target,0,7,Belgium,Attack ,Russia,Finland,0,0.108703704,2,7,Christian Benteke
2024449,Denmark,Finland,1905884,Christian,Eriksen,2531,4,Attempts on target,1,2,Denmark,Attacking Midfield ,Denmark ,Finland,0,0.468703704,5,7,Christian Eriksen
2024481,France,Switzerland,250110901,Christian,Fassnacht,2803,4,Attempts on target,0,11,Switzerland,Attack ,Romania,France,0,0.519074074,21,8,Christian Fassnacht
2024485,Switzerland,Spain,250110901,Christian,Fassnacht,2110,4,Attempts on target,0,10,Switzerland,Attack ,Russia,Spain,0,0.390740741,21,19,Christian Fassnacht
2024442,Austria,North Macedonia,250089289,Christoph,Baumgartner,3588,4,Attempts on target,2,1,Austria,Attacking Midfield ,Romania,North Macedonia,0,0.664444444,1,13,Christoph Baumgartner
2024477,Italy,Austria,250089289,Christoph,Baumgartner,5468,4,Attempts on target,0,8,Austria,Attacking Midfield ,England,Italy,0,1.012592593,1,11,Christoph Baumgartner
2024443,Netherlands,Austria,250089289,Christoph,Baumgartner,4222,4,Attempts on target,0,5,Austria,Attacking Midfield ,Netherlands,Netherlands,0,0.781851852,1,12,Christoph Baumgartner
2024446,Ukraine,Austria,250089289,Christoph,Baumgartner,1961,4,Attempts on target,1,1,Austria,Attacking Midfield ,Romania,Ukraine,0,0.363148148,1,23,Christoph Baumgartner
2024486,Belgium,Italy,250005254,Ciro,Immobile,4580,4,Attempts on target,0,5,Italy,Attack ,Germany,Belgium,0,0.848148148,11,2,Ciro Immobile
2024477,Italy,Austria,250005254,Ciro,Immobile,5100,4,Attempts on target,0,8,Italy,Attack ,England,Austria,0,0.944444444,11,1,Ciro Immobile
2024491,Italy,England,250005254,Ciro,Immobile,3491,4,Attempts on target,0,7,Italy,Attack ,England,England,0,0.646481481,11,6,Ciro Immobile
2024489,Italy,Spain,250005254,Ciro,Immobile,3665,4,Attempts on target,0,6,Italy,Attack ,England,Spain,0,0.678703704,11,19,Ciro Immobile
2024458,Italy,Switzerland,250005254,Ciro,Immobile,5705,4,Attempts on target,1,2,Italy,Attack ,Italy,Switzerland,1,1.056481481,11,21,Ciro Immobile
2024447,Turkey,Italy,250005254,Ciro,Immobile,4877,4,Attempts on target,2,1,Italy,Attack ,Italy,Turkey,1,0.903148148,11,22,Ciro Immobile
2024445,North Macedonia,Netherlands,250096849,Cody,Gakpo,959,4,Attempts on target,0,6,Netherlands,Attack,Netherlands,North Macedonia,1,0.177592593,12,13,Cody Gakpo
2024479,Belgium,Portugal,63706,Cristiano,Ronaldo,5886,4,Attempts on target,2,1,Portugal,Attack,Spain,Belgium,0,1.09,15,2,Cristiano Ronaldo
2024455,Hungary,Portugal,63706,Cristiano,Ronaldo,5765,4,Attempts on target,2,1,Portugal,Attack,Hungary,Hungary,0,1.067592593,15,10,Cristiano Ronaldo
2024476,Portugal,France,63706,Cristiano,Ronaldo,6018,4,Attempts on target,3,1,Portugal,Attack,Hungary,France,0,1.114444444,15,8,Cristiano Ronaldo
2024466,Portugal,Germany,63706,Cristiano,Ronaldo,5828,4,Attempts on target,1,3,Portugal,Attack,Germany,Germany,0,1.079259259,15,9,Cristiano Ronaldo
2024482,Croatia,Spain,250081720,Dani,Olmo,3448,4,Attempts on target,1,4,Spain,Attacking Midfield ,Denmark,Croatia,0,0.638518519,19,3,Dani Olmo
2024489,Italy,Spain,250081720,Dani,Olmo,7402,4,Attempts on target,2,1,Spain,Attacking Midfield ,England,Italy,0,1.370740741,19,11,Dani Olmo
2024463,Spain,Poland,250081720,Dani,Olmo,3725,4,Attempts on target,1,3,Spain,Attacking Midfield ,Spain,Poland,1,0.689814815,19,14,Dani Olmo
2024453,Spain,Sweden,250081720,Dani,Olmo,4464,4,Attempts on target,2,1,Spain,Attacking Midfield ,Spain,Sweden,1,0.826666667,19,20,Dani Olmo
2024485,Switzerland,Spain,250081720,Dani,Olmo,4883,4,Attempts on target,1,3,Spain,Attacking Midfield ,Russia,Switzerland,0,0.904259259,19,21,Dani Olmo
2024444,Ukraine,North Macedonia,250031583,Daniel,Avramovski,1084,4,Attempts on target,0,8,North Macedonia,Attacking Midfield ,Romania,Ukraine,0,0.200740741,13,23,Daniel Avramovski
2024468,Italy,Wales,250065198,Daniel,James,4423,4,Attempts on target,0,7,Wales,Attack,Italy,Italy,0,0.819074074,24,11,Daniel James
2024478,Wales,Denmark,250065198,Daniel,James,4775,4,Attempts on target,1,3,Wales,Attack,Netherlands,Denmark,0,0.884259259,24,5,Daniel James
2024448,Wales,Switzerland,250065198,Daniel,James,4594,4,Attempts on target,0,4,Wales,Attack,Azerbaijan ,Switzerland,0,0.850740741,24,21,Daniel James
2024445,North Macedonia,Netherlands,250105582,Darko,Churlinov,2292,4,Attempts on target,0,6,North Macedonia,Attack,Netherlands,Netherlands,0,0.424444444,13,12,Darko Churlinov
2024444,Ukraine,North Macedonia,250105582,Darko,Churlinov,2996,4,Attempts on target,0,8,North Macedonia,Attack,Romania,Ukraine,0,0.554814815,13,23,Darko Churlinov
2024468,Italy,Wales,250076590,David,Brooks,452,4,Attempts on target,0,7,Wales,Attack,Italy,Italy,0,0.083703704,24,11,David Brooks
2024478,Wales,Denmark,250076590,David,Brooks,1127,4,Attempts on target,0,7,Wales,Attack,Netherlands,Denmark,0,0.208703704,24,5,David Brooks
2024448,Wales,Switzerland,250076590,David,Brooks,1253,4,Attempts on target,0,4,Wales,Attack,Azerbaijan ,Switzerland,0,0.232037037,24,21,David Brooks
2024474,Sweden,Poland,250103985,Dejan,Kulusevski,2408,4,Attempts on target,0,8,Sweden,Attacking Midfield ,Russia,Poland,0,0.445925926,20,14,Dejan Kulusevski
2024483,Sweden,Ukraine,250103985,Dejan,Kulusevski,5893,4,Attempts on target,1,1,Sweden,Attacking Midfield ,Scotland,Ukraine,0,1.091296296,20,23,Dejan Kulusevski
2024450,Belgium,Russia,250039177,Denis,Cheryshev,2273,4,Attempts on target,0,5,Russia,Attack,Denmark,Belgium,0,0.420925926,16,2,Denis Cheryshev
2024486,Belgium,Italy,250058759,Domenico,Berardi,1115,4,Attempts on target,0,5,Italy,Attack ,Germany,Belgium,0,0.206481481,11,2,Domenico Berardi
2024477,Italy,Austria,250058759,Domenico,Berardi,5106,4,Attempts on target,0,8,Italy,Attack ,England,Austria,0,0.945555556,11,1,Domenico Berardi
2024491,Italy,England,250058759,Domenico,Berardi,4650,4,Attempts on target,0,7,Italy,Attack ,England,England,0,0.861111111,11,6,Domenico Berardi
2024489,Italy,Spain,250058759,Domenico,Berardi,3737,4,Attempts on target,2,1,Italy,Attack ,England,Spain,0,0.692037037,11,19,Domenico Berardi
