,statistics.Mean,statistics.SD,statistics.Naive.SE,statistics.Time.series.SE,quantiles.2.5.,quantiles.25.,quantiles.50.,quantiles.75.,quantiles.97.5.
lambda1[13],0.07626098,0.870338607,0.007106285,0.017045383,-1.64888583,-0.223792389,0.025298664,0.315858505,2.072210271
lambda1[14],0.049810867,0.880231573,0.007187061,0.017926469,-1.739842862,-0.236969553,0.018109703,0.304367443,1.8969852
lambda1[15],-0.221917306,0.435942899,0.003559459,0.014064814,-1.274036376,-0.434002951,-0.140327262,0.045831452,0.485522751
lambda1[16],0.062660626,0.850657521,0.00694559,0.015325087,-1.670706047,-0.231694209,0.022532717,0.323886796,2.040480842
lambda1[17],0.066505453,0.899800873,0.007346843,0.020854933,-1.706537952,-0.226986818,0.020915382,0.317235375,2.020823622
lambda1[18],0.004795281,0.910676302,0.007435641,0.023313366,-1.849818906,-0.252830804,0.010596763,0.28807724,1.838540477
lambda1[19],-0.058699009,0.472342313,0.003856659,0.010324824,-1.194244637,-0.263445728,-0.019802516,0.185023267,0.825418235
lambda1[20],0.055555253,0.864566372,0.007059155,0.017626548,-1.612335665,-0.235491202,0.016967204,0.305014422,1.992154812
lambda1[21],0.048960488,0.864495794,0.007058579,0.017101929,-1.584117375,-0.24962956,0.017254653,0.296994837,1.952034132
lambda1[22],-0.594804195,0.760470259,0.006209214,0.03915111,-2.558208085,-0.912755319,-0.362928436,-0.070256866,0.279090632
lambda1[23],-0.127029435,0.782178022,0.006386457,0.014281542,-2.105354521,-0.349430293,-0.031706566,0.194851069,1.303725641
lambda1[24],0.049564459,0.900967192,0.007356366,0.021825084,-1.640034181,-0.232837804,0.017834236,0.300303769,1.961837288
lambda2[1],-0.038670433,0.614497358,0.00501735,0.0128272,-1.467375655,-0.232424583,-0.013778104,0.18048554,1.220357174
lambda2[2],0.027228059,0.493907562,0.004032738,0.007300335,-0.965902443,-0.183072709,0.005791993,0.209386359,1.186217469
lambda2[3],-0.038538428,0.472803597,0.003860425,0.007926239,-1.107717983,-0.226830926,-0.023058884,0.16070033,0.950014084
lambda2[4],-0.059068657,0.756891944,0.006179997,0.034895395,-1.405456807,-0.229329141,-0.015694997,0.183986824,1.171590144
lambda2[5],-0.051840915,0.639674307,0.005222919,0.017648846,-1.505726142,-0.232060681,-0.012447029,0.183033733,1.152482911
lambda2[6],-0.009238657,0.58263741,0.004757215,0.009344398,-1.229795539,-0.212932381,-0.010732455,0.189729914,1.237961018
lambda2[7],-0.006398117,0.732991794,0.005984853,0.023782678,-1.376266188,-0.219542891,-0.008473972,0.184748953,1.287229968
lambda2[8],0.233105957,0.582657385,0.004757378,0.020267859,-0.568033788,-0.066914768,0.098117443,0.387095072,1.825466417
lambda2[9],-0.049325004,0.42044963,0.003432957,0.006539491,-0.980292074,-0.238779246,-0.029816067,0.145778201,0.830144485
lambda2[10],-0.141421786,0.438166233,0.003577612,0.011177027,-1.197647008,-0.320765077,-0.076562516,0.088269591,0.634291101
lambda2[11],0.395268403,0.741028741,0.006050474,0.043524938,-0.379319832,-0.005683217,0.174736816,0.56564617,2.336101393
lambda2[12],0.047097842,0.580590293,0.0047405,0.012856502,-1.100124085,-0.174477731,0.016968177,0.230896007,1.386386135
lambda2[13],-0.020162077,0.609511079,0.004976637,0.012229561,-1.43977284,-0.216445251,-0.00598109,0.1964783,1.261038205
lambda2[14],0.140459704,0.627321438,0.005122058,0.017850139,-0.857984273,-0.128960887,0.052114412,0.299021441,1.734087676
lambda2[15],-0.055366042,0.590676766,0.004822856,0.015271917,-1.33725233,-0.239608666,-0.015118436,0.171459001,1.060745861
lambda2[16],-0.006490774,0.650593011,0.00531207,0.023224372,-1.32686982,-0.217956122,-0.006980502,0.18839093,1.310565175
lambda2[17],-0.018673737,0.687452372,0.005613025,0.016877566,-1.399609455,-0.225103517,-0.011274035,0.188390852,1.241874298
lambda2[18],-0.062719983,0.506734577,0.00413747,0.009257977,-1.24751142,-0.250017168,-0.028718259,0.152381961,0.959040131
lambda2[19],-0.065136985,0.602698146,0.00492101,0.012539588,-1.461054387,-0.248209471,-0.02382467,0.165744737,1.070153187
lambda2[20],-0.082901998,0.512814122,0.00418711,0.010262325,-1.313550879,-0.264272275,-0.035105451,0.140497874,0.89646344
lambda2[21],0.054227653,0.41243606,0.003367526,0.008926988,-0.737561762,-0.145255027,0.025135844,0.223183956,1.019146464
lambda2[22],-0.056664678,0.636546691,0.005197382,0.015428086,-1.541472275,-0.230573933,-0.017085535,0.178590783,1.145946909
lambda2[23],-0.05404253,0.627981758,0.00512745,0.017648837,-1.448635325,-0.232668889,-0.012861985,0.182476737,1.126046605
lambda2[24],-0.080726816,0.678819015,0.005542534,0.023047966,-1.507373143,-0.248241166,-0.022007204,0.171297346,1.069155164
