,statistics.Mean,statistics.SD,statistics.Naive.SE,statistics.Time.series.SE,quantiles.2.5.,quantiles.25.,quantiles.50.,quantiles.75.,quantiles.97.5.
delta[64],-0.000913271,0.333176819,0.002720377,0.004201869,-0.688450558,-0.143028266,0.000420195,0.144580174,0.68250269
delta[65],0.008120126,0.337838712,0.002758442,0.004665691,-0.687053494,-0.141267636,0.003877426,0.153257874,0.715269116
delta[66],0.003241285,0.330958998,0.002702269,0.004007633,-0.697405047,-0.141158221,0.003459161,0.146458369,0.709194265
delta[67],-0.000436908,0.325508248,0.002657764,0.003652985,-0.680579464,-0.146108512,-0.001626633,0.144958402,0.685818823
delta[68],0.006201128,0.327311016,0.002672483,0.004063583,-0.643128676,-0.145782408,0.001474634,0.148400715,0.692186643
delta[69],0.000970801,0.32814728,0.002679311,0.003636222,-0.69604076,-0.145093248,-0.001332163,0.14422076,0.718812905
delta[70],0.005355149,0.322277139,0.002631382,0.003603267,-0.689578918,-0.137960578,0.004199173,0.146926835,0.684775437
delta[71],0.004673324,0.319177746,0.002606075,0.003448052,-0.674618852,-0.139974496,0.001658732,0.147555263,0.678023976
delta[72],0.001107325,0.330635693,0.002699629,0.00402168,-0.684042873,-0.140946041,0.001721768,0.141307961,0.695102542
delta[73],0.010763391,0.326489423,0.002665775,0.004027324,-0.663462714,-0.136422998,0.006793362,0.151246909,0.714688139
delta[74],0.008499691,0.324184752,0.002646957,0.004386374,-0.671009808,-0.138180155,0.004156204,0.155060517,0.716254556
delta[75],0.00846554,0.335757782,0.002741451,0.004841887,-0.6792647,-0.137458728,0.004516021,0.151059819,0.713076781
delta[76],0.005812742,0.326101306,0.002662606,0.003941182,-0.664471144,-0.139790649,0.003574552,0.147047781,0.689345087
delta[77],0.000674259,0.32093219,0.0026204,0.003606205,-0.677123446,-0.140808918,0.001341171,0.145628711,0.654494121
delta[78],0.001899149,0.34140708,0.002787577,0.004692942,-0.694283173,-0.142709574,0.000558642,0.145353912,0.700224018
delta[79],0.002080379,0.336548115,0.002747904,0.004378901,-0.689997888,-0.143096036,0.002272749,0.149335219,0.705867325
delta[80],0.003018541,0.333963678,0.002726802,0.003949566,-0.697762379,-0.142240244,0.002369344,0.152756278,0.68980746
delta[81],0.003746655,0.332696231,0.002716453,0.003887874,-0.689862393,-0.141026019,0.005338594,0.146971785,0.686785424
delta[82],0.006200849,0.326764254,0.002668019,0.003852322,-0.672209885,-0.13825452,0.004482913,0.150367884,0.694085281
delta[83],0.00438344,0.31127569,0.002541555,0.003685597,-0.636489579,-0.139301355,-0.0006448,0.144582967,0.663998192
delta[84],-0.00115717,0.331603173,0.002707529,0.004089203,-0.696178775,-0.148083901,0.001074719,0.144853875,0.69502064
delta[85],0.007174041,0.33176989,0.00270889,0.004135602,-0.673662226,-0.137445077,0.003650563,0.146416417,0.722997102
delta[86],0.006660798,0.327652974,0.002675275,0.004679534,-0.650893387,-0.138994214,0.002916462,0.150228297,0.690121373
delta[87],0.006236138,0.328492506,0.00268213,0.003747049,-0.661892358,-0.14022512,0.002754782,0.146110999,0.683982072
delta[88],0.00378618,0.322123247,0.002630125,0.004121942,-0.668390386,-0.14204186,3.90E-05,0.145959199,0.685192281
delta[89],0.008492254,0.326959355,0.002669612,0.003350593,-0.665256029,-0.136709096,0.005347416,0.150096054,0.700674712
delta[90],0.006919273,0.330051917,0.002694863,0.003836228,-0.677398992,-0.139070468,0.003879005,0.151616543,0.688564297
delta[91],0.009556984,0.322893255,0.002636412,0.003413202,-0.666594489,-0.134377656,0.004379771,0.151912067,0.710023378
delta[92],0.012381001,0.330375191,0.002697502,0.004481548,-0.658630387,-0.136677997,0.004711758,0.152770421,0.725502548
delta[93],-0.000847871,0.328615532,0.002683135,0.004829029,-0.65465705,-0.141571504,0.000101852,0.142157151,0.664091991
delta[94],0.004961892,0.329664081,0.002691696,0.003844101,-0.669940901,-0.14069943,0.001554628,0.148545521,0.685947504
delta[95],0.007103863,0.341056117,0.002784712,0.003805053,-0.694729507,-0.139500521,0.001676908,0.147623563,0.73533823
delta[96],0.011889698,0.334612335,0.002732098,0.004057385,-0.674914159,-0.132517473,0.00801043,0.15280446,0.728568786
delta[97],0.00418405,0.331710256,0.002708403,0.003990657,-0.667946356,-0.143468607,-0.000918971,0.145372457,0.693225793
delta[98],0.003107572,0.329256165,0.002688365,0.003996663,-0.67974634,-0.140018309,0.001876968,0.146301275,0.693163908
delta[99],-0.005102944,0.323603374,0.00264221,0.003691495,-0.695178746,-0.149855649,0.00027488,0.143782807,0.657660885
delta[100],0.00218071,0.318208241,0.002598159,0.003793735,-0.650714646,-0.143847245,-0.001446368,0.143791417,0.699139741
delta[101],0.003798352,0.331031128,0.002702858,0.004158513,-0.682714869,-0.142553122,-0.000573021,0.14472235,0.718215107
delta[102],0.014446955,0.329954719,0.002694069,0.004644972,-0.665235483,-0.13397682,0.007160786,0.151111363,0.711656661
delta[103],0.005345145,0.333866627,0.00272601,0.004205358,-0.679697132,-0.140865841,0.000908517,0.146276204,0.730759121
delta[104],0.005303777,0.336211968,0.002745159,0.004592017,-0.683591666,-0.141399596,0.001312649,0.146040727,0.710590253
delta[105],0.004691021,0.333504293,0.002723051,0.004144918,-0.664617568,-0.142896476,-5.24E-05,0.147520529,0.709902418
delta[106],0.002056879,0.32196266,0.002628814,0.003480355,-0.671493861,-0.142075157,0.002212305,0.145342793,0.677561451
delta[107],0.004645035,0.329897875,0.002693605,0.004907351,-0.659115644,-0.139680287,0.00332378,0.144619804,0.688845164
delta[108],0.00066527,0.315748088,0.002578072,0.003146169,-0.667409083,-0.140279725,0.002215121,0.145597472,0.652389401
delta[109],0.01081988,0.325171147,0.002655011,0.003935573,-0.63280798,-0.137085072,0.00366727,0.14985361,0.707134595
delta[110],0.004522999,0.329939053,0.002693941,0.004330675,-0.671007184,-0.134709676,0.00529441,0.147849246,0.690412781
delta[111],0.006069513,0.32641736,0.002665187,0.003587361,-0.65462227,-0.137668464,0.00375325,0.146558338,0.681262385
delta[112],0.005660728,0.321751783,0.002627092,0.003333244,-0.628236584,-0.140522051,0.00212218,0.145723775,0.682498817
delta[113],0.004389935,0.326579241,0.002666508,0.004133842,-0.673487436,-0.137571946,0.001148707,0.143102696,0.692984489
delta[114],0.008694108,0.339914251,0.002775388,0.006524943,-0.644842989,-0.14013571,0.000630714,0.147620061,0.709969913
delta[115],0.002237729,0.326747336,0.002667881,0.00428596,-0.681732418,-0.1455854,0.000765782,0.148535266,0.691280712
delta[116],0.006389138,0.32848384,0.002682059,0.004044779,-0.661554245,-0.140358565,0.002940605,0.148168232,0.70326128
delta[117],0.007305229,0.332948076,0.00271851,0.004129341,-0.676900522,-0.144565552,0.005403243,0.149407589,0.730755978
