,statistics.Mean,statistics.SD,statistics.Naive.SE,statistics.Time.series.SE,quantiles.2.5.,quantiles.25.,quantiles.50.,quantiles.75.,quantiles.97.5.
delta[118],0.00190179,0.328575224,0.002682805,0.003784793,-0.686722553,-0.14297331,-0.001431606,0.147001762,0.69575866
delta[119],0.010806427,0.325428781,0.002657115,0.003878835,-0.640412649,-0.134509906,0.004102658,0.151563013,0.704132901
delta[120],0.005113624,0.333276571,0.002721192,0.004230782,-0.670401551,-0.145677556,0.002710094,0.154744078,0.687484284
delta[121],0.00508929,0.325219269,0.002655404,0.004197431,-0.673938484,-0.13777134,0.003509094,0.147197558,0.688414406
delta[122],0.006829845,0.325107033,0.002654488,0.004524264,-0.652622163,-0.141663215,0.001694098,0.150963816,0.693187736
delta[123],0.00376158,0.328218597,0.002679894,0.004271151,-0.66826294,-0.143157683,0.002953727,0.147578589,0.684475524
delta[124],0.000674294,0.326993288,0.002669889,0.004380802,-0.677482438,-0.142981706,-0.003159399,0.141523866,0.67116436
delta[125],-0.002415352,0.329565047,0.002690887,0.003492784,-0.707137758,-0.147784032,-0.002531607,0.147343682,0.700267727
delta[126],0.003957208,0.333005421,0.002718978,0.00377196,-0.673858698,-0.143394079,0.003499195,0.147908674,0.693842457
delta[127],-0.001182803,0.33122599,0.002704449,0.004215692,-0.689628105,-0.143146322,-0.000451016,0.146949645,0.695226922
delta[128],0.010721232,0.324417128,0.002648855,0.003654166,-0.646133325,-0.135771044,0.005732435,0.152770425,0.706796518
delta[129],0.003788352,0.325374333,0.00265667,0.004779075,-0.66746889,-0.141333974,0.002795178,0.145186151,0.69481694
delta[130],0.004732717,0.327154993,0.002671209,0.003980179,-0.694731046,-0.138932873,0.004776535,0.149999915,0.681562193
delta[131],0.004539414,0.329669587,0.002691741,0.003724169,-0.653508816,-0.1419052,0.00150467,0.148720512,0.69600614
delta[132],0.003663299,0.342447339,0.002796071,0.005323625,-0.663377103,-0.142950585,-0.000443957,0.14251397,0.703877367
delta[133],0.004447814,0.323525978,0.002641579,0.003598284,-0.677715771,-0.136206744,0.001221088,0.143945601,0.692637277
delta[134],0.007022062,0.338859114,0.002766773,0.004107922,-0.666397929,-0.138983874,0.004385336,0.149131066,0.718482914
delta[135],0.00024492,0.323275914,0.002639537,0.003726006,-0.672519803,-0.143001441,0.000727987,0.145622833,0.674872374
delta[136],0.00180708,0.334595345,0.00273196,0.004096211,-0.674760523,-0.142332721,0.00391742,0.143761158,0.693627874
delta[137],0.005345414,0.318166349,0.002597817,0.003843574,-0.645279776,-0.138933418,0.001570202,0.147638965,0.669259306
delta[138],0.000152616,0.344103607,0.002809594,0.003627244,-0.701521263,-0.141323315,0.003000289,0.147482898,0.698253502
delta[139],0.003281133,0.323429067,0.002640787,0.003642813,-0.648048216,-0.145474285,0.000872597,0.144561029,0.676714677
delta[140],0.006461422,0.331250879,0.002704652,0.004440221,-0.654781427,-0.138394971,-0.00011394,0.147172974,0.716960965
delta[141],0.0038404,0.32039547,0.002616018,0.004403585,-0.645157552,-0.138570072,-0.000379789,0.141243525,0.682221012
delta[142],0.008035024,0.335147016,0.002736464,0.003963184,-0.68855669,-0.142125218,0.005946075,0.154517811,0.694559087
delta[143],-0.002046561,0.329652286,0.0026916,0.003775437,-0.687185578,-0.147811312,-0.001326238,0.142415393,0.679521035
delta[144],-3.53E-06,0.338755163,0.002765924,0.004448732,-0.701769115,-0.142818934,-0.000622059,0.143792018,0.720372316
delta[145],0.004421764,0.328186361,0.00267963,0.003434488,-0.674859079,-0.143686615,0.000413824,0.150603616,0.70989623
delta[146],-0.003836009,0.32606246,0.002662289,0.003324074,-0.667096508,-0.147909327,-0.001862726,0.140243186,0.652453264
delta[147],-0.00057636,0.329677,0.002691801,0.004062967,-0.680804631,-0.143204731,-0.000370157,0.140258476,0.705308668
delta[148],0.003104161,0.322294051,0.00263152,0.003803034,-0.664181257,-0.142477893,0.002517613,0.147824941,0.677239365
delta[149],-0.003296551,0.334331896,0.002729808,0.003898452,-0.704184377,-0.147966332,-0.000963593,0.140791603,0.685002707
delta[150],0.00266959,0.333251363,0.002720986,0.003781836,-0.661993832,-0.146539221,0.002024558,0.145759388,0.693640548
delta[151],0.002564551,0.33058677,0.00269923,0.004025295,-0.704733317,-0.139919899,0.003846619,0.148641751,0.668393338
delta[152],0.000661851,0.334025765,0.002727309,0.003187367,-0.677556928,-0.140768218,0.000617164,0.144300481,0.68973992
delta[153],0.000557972,0.32514615,0.002654807,0.004097726,-0.682685781,-0.142828402,7.00E-05,0.14617852,0.683516427
delta[154],0.003865122,0.333659178,0.002724316,0.004356537,-0.666974413,-0.14022508,0.003162054,0.142800756,0.687894716
delta[155],0.002661269,0.317688268,0.002593914,0.004176843,-0.67327868,-0.141345002,0.001436409,0.145999709,0.691865794
delta[156],0.003509942,0.329296915,0.002688698,0.003644887,-0.693724151,-0.144122926,0.001969411,0.144916244,0.703072388
delta[157],0.00082413,0.328813388,0.00268475,0.003760888,-0.680432247,-0.143027994,-0.000831737,0.144736079,0.692312515
delta[158],-0.002197441,0.334229387,0.002728972,0.00422577,-0.708248009,-0.142870041,0.000386591,0.143120914,0.670406606
delta[159],0.003050548,0.327778034,0.002676296,0.004116491,-0.677704371,-0.141262991,0.003090037,0.150035617,0.666081855
delta[160],0.002625509,0.323006596,0.002637338,0.003959844,-0.680786352,-0.140822574,0.001576458,0.143140264,0.692209417
delta[161],0.005061019,0.328684633,0.002683699,0.003857868,-0.671666298,-0.143982113,0.001071897,0.151250322,0.710089715
delta[162],-0.002623056,0.324750335,0.002651575,0.003547419,-0.647422558,-0.1442393,0.000150357,0.139095207,0.652821273
delta[163],-0.001558155,0.328482283,0.002682047,0.004237614,-0.687036415,-0.147037137,-0.001280712,0.14621239,0.680553767
