,statistics.Mean,statistics.SD,statistics.Naive.SE,statistics.Time.series.SE,quantiles.2.5.,quantiles.25.,quantiles.50.,quantiles.75.,quantiles.97.5.
delta[47],-0.004349015,0.309285203,0.002525303,0.003820106,-0.644724489,-0.11628731,-0.001957083,0.113025868,0.641826331
delta[48],-0.01369165,0.311912383,0.002546754,0.00550489,-0.675659309,-0.124133314,-0.004647192,0.106904183,0.606195115
delta[49],-0.042920449,0.319049618,0.002605029,0.007382347,-0.802923574,-0.139277054,-0.015091894,0.093281614,0.495651221
delta[50],-0.001099452,0.324033597,0.002645723,0.005327964,-0.649897057,-0.115770463,-0.001692239,0.114433431,0.651929383
delta[51],0.007938654,0.317829839,0.00259507,0.004735408,-0.629066577,-0.110687298,0.004490147,0.118789396,0.64427666
delta[52],-0.004903224,0.316409552,0.002583473,0.004012184,-0.691226781,-0.113912063,0.001422244,0.112528048,0.622292195
delta[53],0.001811971,0.317282082,0.002590597,0.005618469,-0.652569293,-0.116781053,0.000285436,0.11498367,0.661823155
delta[54],0.00413283,0.322594662,0.002633974,0.004640231,-0.657563616,-0.113039202,0.003145208,0.120746053,0.652965037
delta[55],0.000978232,0.314306089,0.002566298,0.004350778,-0.624256338,-0.114687699,0.000419052,0.114183905,0.643330655
delta[56],-0.001405319,0.314864013,0.002570854,0.005028017,-0.677118001,-0.109292429,0.005401031,0.118163594,0.621620858
delta[57],0.005822214,0.326608192,0.002666745,0.004038647,-0.632611307,-0.115207225,0.000911016,0.118315587,0.680878765
delta[58],0.005795254,0.334603891,0.002732029,0.004028299,-0.643018043,-0.114348966,0.000378333,0.117719557,0.677251886
delta[59],0.00016353,0.315476877,0.002575858,0.003634465,-0.646955387,-0.120679453,-0.002231787,0.115994636,0.653373937
delta[60],0.004614453,0.318978437,0.002604448,0.004316933,-0.625326728,-0.112505973,0.001352561,0.117546354,0.675995342
delta[61],0.004687605,0.3200736,0.00261339,0.00487948,-0.631784195,-0.112656388,0.002792491,0.12250341,0.650277405
delta[62],-0.003795774,0.319075115,0.002605237,0.003676417,-0.655743198,-0.120268789,-0.000990385,0.117677439,0.637382203
delta[63],-0.000631023,0.323728463,0.002643232,0.004953186,-0.63602735,-0.118997019,8.24E-05,0.117365624,0.651808057
delta[64],0.006061484,0.327407967,0.002673275,0.003711378,-0.624919815,-0.111758697,0.000567107,0.112923064,0.691989428
delta[65],0.011681772,0.31089851,0.002538476,0.004213531,-0.604747501,-0.109445964,0.004792937,0.122565826,0.693867153
delta[66],-0.006965125,0.310935734,0.00253878,0.003778157,-0.676346014,-0.119106601,-0.002755719,0.112055312,0.606377587
delta[67],0.001156181,0.309042668,0.002523323,0.003881409,-0.623823328,-0.113818923,-0.001763435,0.112704284,0.668708248
delta[68],0.001416818,0.304477834,0.002486051,0.004426908,-0.615236331,-0.113079553,0.002328718,0.114978796,0.630149774
delta[69],0.006585567,0.311682163,0.002544874,0.003860981,-0.614434336,-0.114272244,0.000852764,0.120147104,0.658878371
delta[70],-0.001029024,0.328931505,0.002685714,0.004493559,-0.646214201,-0.117571522,0.002408846,0.118863031,0.651280504
delta[71],0.002602139,0.318888218,0.002603711,0.003952997,-0.648969283,-0.112609111,0.002954117,0.117187864,0.659080665
delta[72],0.006681249,0.311039731,0.002539629,0.003963645,-0.647209525,-0.108537601,0.00497174,0.118127395,0.677972674
delta[73],-0.0044127,0.317099225,0.002589104,0.004440077,-0.660254252,-0.114676051,0.002041855,0.115892022,0.603026303
delta[74],0.005339745,0.307806086,0.002513226,0.00407427,-0.594405733,-0.116963741,0.000241663,0.116703179,0.645705335
delta[75],0.008969122,0.312669114,0.002552933,0.004421049,-0.622617477,-0.112170186,0.002754647,0.120973181,0.628628927
delta[76],0.002504565,0.317916519,0.002595778,0.004197854,-0.620640118,-0.11296229,0.002165427,0.12020993,0.665151062
delta[77],0.013514996,0.322786277,0.002635539,0.004304275,-0.623526199,-0.107623085,0.006492027,0.123834216,0.696300627
delta[78],-0.002532071,0.31114914,0.002540522,0.003571388,-0.65223265,-0.112660036,0.00198189,0.117365592,0.599283985
delta[79],0.000407503,0.31380635,0.002562218,0.004466393,-0.633813091,-0.113222885,-0.000391835,0.11366627,0.640884559
delta[80],0.000886797,0.320456738,0.002616518,0.003698681,-0.677993382,-0.109887353,0.001941993,0.116377567,0.651554568
delta[81],0.004953314,0.309583196,0.002527736,0.004585347,-0.614074308,-0.111326887,0.00014063,0.11518218,0.64027407
delta[82],0.008187521,0.32741247,0.002673312,0.004706088,-0.627066384,-0.110668764,0.002062544,0.118982284,0.680296055
delta[83],0.005609581,0.305217185,0.002492088,0.004386267,-0.635155741,-0.112557743,0.001048925,0.116818208,0.654078038
delta[84],0.002173651,0.319238603,0.002606572,0.00347493,-0.64898498,-0.108807884,0.002610095,0.117270453,0.625064934
delta[85],-0.002540266,0.323637722,0.002642491,0.004860002,-0.630582702,-0.112567821,-0.00080637,0.113606157,0.61212324
delta[86],0.007208516,0.315935286,0.002579601,0.003576474,-0.608520416,-0.111911619,0.001205067,0.117526306,0.685595071
delta[87],-0.000189303,0.307922924,0.00251418,0.003275599,-0.629501011,-0.11278999,0.000132364,0.113602253,0.626145876
delta[88],0.006690774,0.326635701,0.002666969,0.004971219,-0.628719733,-0.114693092,0.003471142,0.120126509,0.680909072
delta[89],-0.000997833,0.311910324,0.002546737,0.004821836,-0.657132001,-0.115128184,0.000146655,0.119705491,0.629868621
delta[90],-0.000617882,0.308491423,0.002518822,0.003401574,-0.64039642,-0.117148876,0.001574229,0.116033021,0.626681874
delta[91],0.0052426,0.314082063,0.002564469,0.004009728,-0.628179672,-0.109563351,0.00106246,0.116310931,0.65288411
